business_name,street_address,city,state,zip_code,phone,website,hours,rating,review_count,categories,source_file
Brio Wellness Yakima,1415 Lakeside Ct suite 102,Yakima,WA,98902.0,+1 509-823-7823,https://www.brioyakima.com/,"{""Monday"": [""9AM-3PM""], ""Tuesday"": [""9AM-3PM""], ""Wednesday"": [""9AM-3PM""], ""Thursday"": [""Closed""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,26,Medical spa,Generated by Outscraper ©
Flo Wellness and Aesthetics,1020 S 40th Ave G,Yakima,WA,98908.0,+1 509-490-0162,https://www.floinfusions.com/,"{""Monday"": [""10AM-2PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""10AM-2PM""], ""Sunday"": [""Closed""]}",5.0,17,"Medical spa, Health spa",Generated by Outscraper ©
HealthWithin Wellness Center,1104 W Tieton Dr,Yakima,WA,98902.0,+1 509-965-5750,http://yakimahealth.com/,"{""Monday"": [""8AM-5:30PM""], ""Tuesday"": [""8AM-5:30PM""], ""Wednesday"": [""8AM-5:30PM""], ""Thursday"": [""8AM-5:30PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.9,266,"Occupational health service, Chiropractor, Massage therapist",Generated by Outscraper ©
Signature Vitality,69 N Wren Dr,Pittsburgh,PA,15243.0,+1 412-440-8702,https://signaturevitality.net/,"{""Monday"": [""9AM-7:30PM""], ""Tuesday"": [""9AM-7:30PM""], ""Wednesday"": [""9AM-7:30PM""], ""Thursday"": [""9AM-7:30PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-7:30PM""]}",5.0,52,"IV therapy service, Facial spa, Health consultant, Medical spa, Vitamin & supplements store",Generated by Outscraper ©
Infusions and Injections,2504 Sykes Rd,St Helens,OR,97051.0,+1 503-455-5200,http://infusionsandinjections.com/,"{""Monday"": [""7AM-4PM""], ""Tuesday"": [""11AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""Closed""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""10AM-6PM""], ""Sunday"": [""Closed""]}",4.8,50,"Medical spa, Naturopathic practitioner",Generated by Outscraper ©
Prime IV Hydration & Wellness - Shadow Lake,7474 Towne Center Pkwy Unit T-113,Papillion,NE,68046.0,+1 402-625-6282,https://primeivhydration.com/locations/nebraska/shadow-lake-68046/,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""10AM-3PM""], ""Sunday"": [""10AM-3PM""]}",5.0,26,"IV therapy service, Health spa, Medical spa, Wellness center",Generated by Outscraper ©
REVIV New York - IV Therapy | NAD+ | Glutathione | B12,1140 Broadway Suite 402,New York,NY,10001.0,+1 212-470-8557,https://revivme.com/,"{""Monday"": [""10AM-7PM""], ""Tuesday"": [""10AM-7PM""], ""Wednesday"": [""10AM-7PM""], ""Thursday"": [""10AM-7PM""], ""Friday"": [""10AM-7PM""], ""Saturday"": [""10AM-7PM""], ""Sunday"": [""10AM-7PM""]}",4.9,423,"Medical spa, IV therapy service, Medical clinic, Weight loss service, Wellness center",Generated by Outscraper ©
Drip Gym - Jackson Heights,37-20 76th St,Jackson Heights,NY,11372.0,+1 516-445-7191,http://dripgym.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgmb,"{""Monday"": [""9AM-8PM""], ""Tuesday"": [""9AM-8PM""], ""Wednesday"": [""9AM-8PM""], ""Thursday"": [""12-7PM""], ""Friday"": [""9AM-7PM""], ""Saturday"": [""9AM-7PM""], ""Sunday"": [""10AM-7PM""]}",5.0,523,"Medical spa, Medical clinic",Generated by Outscraper ©
Stanwood Integrative Medicine,7206 267th St NW Ste 102,Stanwood,WA,98292.0,+1 360-629-2222,https://stanwoodintegrativemedicine.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.7,19,"Medical clinic, Alternative medicine practitioner, General practitioner",Generated by Outscraper ©
Stanwood Wellness Clinic,8705 271st St NW #7,Stanwood,WA,98292.0,+1 360-770-8392,https://swc99.com/,"{""Monday"": [""10AM-5PM""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""10AM-5PM""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,80,"Weight loss service, Medical clinic, Women's health clinic, Wellness center",Generated by Outscraper ©
Restore Hyper Wellness,2411 James St,Bellingham,WA,98225.0,+1 360-393-6399,https://www.restore.com/locations/wa-bellingham-wa049%3Futm_source%3Dgmb%26utm_medium%3DYext%26y_source%3D1_MTA1OTczNzg2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,"{""Monday"": [""10AM-7PM""], ""Tuesday"": [""10AM-7PM""], ""Wednesday"": [""10AM-7PM""], ""Thursday"": [""10AM-7PM""], ""Friday"": [""10AM-7PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""11AM-5PM""]}",5.0,135,"Medical spa, Wellness center",Generated by Outscraper ©
Performance IV Hydration,622 S 320th St ste b,Federal Way,WA,98003.0,+1 253-553-6252,https://pivhydration.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-5PM""], ""Wednesday"": [""Closed""], ""Thursday"": [""10AM-5PM""], ""Friday"": [""10AM-5PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",5.0,41,"Medical spa, Health spa, Wellness center",Generated by Outscraper ©
Magnolia & Steel Medi Spa and Wellness Clinic,22811 Meridian E # B,Graham,WA,98338.0,+1 253-256-9042,https://www.magnoliaandsteelmedispa.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""10AM-4PM""], ""Sunday"": [""Closed""]}",5.0,15,"Medical spa, Medical clinic, Nurse practitioner",Generated by Outscraper ©
IV Therapy WA,17800 Talbot Rd S Suite 106,Renton,WA,98055.0,+1 206-659-5085,http://www.ivtherapywa.com/,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""Open 24 hours""]}",5.0,42,Medical spa,Generated by Outscraper ©
Moore Family Clinic,318 E Rowan Ave #201,Spokane,WA,99207.0,+1 509-275-8600,https://www.mooreclinics.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-1PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,33,"Medical spa, Medical clinic",Generated by Outscraper ©
Pura Vida Hydration & Aesthetics,12601 NE Woodinville Dr Suite B4,Woodinville,WA,98072.0,+1 206-602-9945,https://www.puravidapnw.com/,"{""Monday"": [""9AM-7PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-7PM""], ""Saturday"": [""10AM-5PM""], ""Sunday"": [""10AM-2PM""]}",4.9,36,Medical spa,Generated by Outscraper ©
Infusion Solutions,477 W Horton Rd,Bellingham,WA,98226.0,+1 360-933-4892,https://infusionsolutionsinc.com/,"{""Monday"": [""8:30AM-5PM""], ""Tuesday"": [""8:30AM-5PM""], ""Wednesday"": [""8:30AM-5PM""], ""Thursday"": [""8:30AM-5PM""], ""Friday"": [""8:30AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.7,172,"Pharmacy, Home health care service",Generated by Outscraper ©
IVitality Bellingham,1201 13th St #103,Bellingham,WA,98225.0,+1 425-440-3080,https://www.ivitalitylife.com/locations/ivitality-bellingham/,"{""Monday"": [""Closed""], ""Tuesday"": [""10AM-2PM"", ""3-7PM""], ""Wednesday"": [""10AM-2PM"", ""3-7PM""], ""Thursday"": [""10AM-2PM"", ""3-7PM""], ""Friday"": [""10AM-2PM"", ""3-7PM""], ""Saturday"": [""10AM-2PM"", ""3-7PM""], ""Sunday"": [""Closed""]}",4.1,53,"Medical clinic, Medical office, Specialized clinic, Weight loss service",Generated by Outscraper ©
Sound Mind & Body Integrative Therapies,1200 Old Fairhaven Pkwy Ste 201,Bellingham,WA,98225.0,+1 360-531-7540,https://smbintegrativetherapies.com/,"{""Monday"": [""8AM-5PM""], ""Tuesday"": [""8AM-5PM""], ""Wednesday"": [""8AM-5PM""], ""Thursday"": [""8AM-5PM""], ""Friday"": [""8AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,17,"Mental health service, Wellness program",Generated by Outscraper ©
Artistry Medical Aesthetics,1155 N State St Suite 603,Bellingham,WA,98225.0,+1 360-812-5835,https://www.artistrymedaesthetics.com/,"{""Monday"": [""9AM-6PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""9AM-6PM""], ""Sunday"": [""Closed""]}",5.0,20,"Medical spa, Skin care clinic",Generated by Outscraper ©
HydraVibe Wellness,"4301 S Meridian Suite C, Studio 1",Puyallup,WA,98373.0,+1 253-413-7978,http://hydravibewellness.com/,"{""Monday"": [""11AM-3:30PM""], ""Tuesday"": [""10AM-3:30PM""], ""Wednesday"": [""10AM-3:30PM""], ""Thursday"": [""10AM-3:30PM""], ""Friday"": [""10AM-3:30PM""], ""Saturday"": [""9AM-6PM""], ""Sunday"": [""Closed""]}",5.0,27,"IV therapy service, Medical spa",Generated by Outscraper ©
Celsius,229 Queen Anne Ave N St 101,Seattle,WA,98109.0,+1 206-922-3861,http://celsiusmedspa.com/seattle,"{""Monday"": [""11AM-6PM""], ""Tuesday"": [""8AM-6PM""], ""Wednesday"": [""8AM-6PM""], ""Thursday"": [""8AM-6PM""], ""Friday"": [""8AM-6PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",4.7,139,Medical spa,Generated by Outscraper ©
Peak Hydration,1216 Bay St,Bellingham,WA,98225.0,+1 360-526-2125,https://peakhydrationlounge.com/,"{""Monday"": [""9AM-7PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""11AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-2PM""], ""Sunday"": [""9AM-2PM""]}",5.0,249,"Medical spa, Fitness center, Health consultant, Health spa, Lounge bar, Sports medicine clinic, Sports nutrition store, Weight loss service, Wellness center",Generated by Outscraper ©
Drip Lounge IV Bar,2044 Eastlake Ave E Suite B,Seattle,WA,98102.0,+1 413-438-3747,https://driploungewa.com/,"{""Monday"": [""10AM-6PM""], ""Tuesday"": [""10AM-6PM""], ""Wednesday"": [""10AM-6PM""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""10AM-6PM""], ""Sunday"": [""10AM-6PM""]}",4.8,57,Health spa,Generated by Outscraper ©
flow iv,9730 3rd Ave NE #203,Seattle,WA,98115.0,+1 206-367-6453,https://www.mitchmarderdds.com/services/intravenous-therapy/,"{""Monday"": [""9:30AM-4PM""], ""Tuesday"": [""9:30AM-5PM""], ""Wednesday"": [""9:30AM-5PM""], ""Thursday"": [""9:30AM-5PM""], ""Friday"": [""Closed""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",5.0,59,IV therapy service,Generated by Outscraper ©
Zen Flow,1406 E Pine St,Seattle,WA,98122.0,+1 206-939-1227,https://www.zenflowiv.com/,"{""Monday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""], ""Thursday"": [""Closed""], ""Friday"": [""11AM-3PM""], ""Saturday"": [""11AM-3PM""], ""Sunday"": [""11AM-3PM""]}",5.0,11,Medical spa,Generated by Outscraper ©
Neuroveda Health,1700 Westlake Ave N STE 100,Seattle,WA,98109.0,+1 206-379-1213,https://www.neurovedahealth.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""Closed""], ""Sunday"": [""Closed""]}",4.8,39,"Medical clinic, Acupuncture clinic",Generated by Outscraper ©
Infusion Vibes,9220 Ridgetop Blvd NW #100,Silverdale,WA,98383.0,+1 360-516-4991,http://www.ivibetherapy.com/,"{""Monday"": [""9AM-7PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7PM""], ""Thursday"": [""9AM-7PM""], ""Friday"": [""9AM-7PM""], ""Saturday"": [""9AM-7PM""], ""Sunday"": [""9AM-7PM""]}",5.0,42,"Home health care service, Health spa",Generated by Outscraper ©
"VNS Aesthetics, Nataliya Stavkovy, RN",321 Burnett Ave S Suite 300,Renton,WA,98057.0,+1 206-851-4205,,"{""Monday"": [""9AM-6PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-6PM""], ""Thursday"": [""9AM-6PM""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""10AM-4PM""], ""Sunday"": [""Closed""]}",4.9,28,Medical spa,Generated by Outscraper ©
Integrated Wellness & Aesthetics,6204 NE Hwy 99 Ste C,Vancouver,WA,98665.0,,https://www.bodykneads.org/,"{""Monday"": [""9AM-7:30PM""], ""Tuesday"": [""9AM-7PM""], ""Wednesday"": [""9AM-7:30PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-5PM""]}",5.0,18,"Wellness center, Health and beauty shop, Lymph drainage therapist, Massage therapist, Medical spa, Men's health physician, Naturopathic practitioner, Women's health clinic, Pain control clinic",Generated by Outscraper ©
Evia Medical Spa,1311 Meridian Ave E,Edgewood,WA,98372.0,+1 253-880-9237,,"{""Monday"": [""9:30AM-5PM""], ""Tuesday"": [""9:30AM-5PM""], ""Wednesday"": [""9:30AM-5PM""], ""Thursday"": [""9:30AM-5PM""], ""Friday"": [""9:30AM-5PM""], ""Saturday"": [""9AM-3PM""], ""Sunday"": [""Closed""]}",5.0,22,"Medical spa, Nursing school, Weight loss service, Wellness center",Generated by Outscraper ©
Vibrant Rejuvenation Aesthetics,1010 1st St Suite A,Cheney,WA,99004.0,,http://vibrantrejuvenationaesthetics.janeapp.com/,"{""Monday"": [""8AM-8PM""], ""Tuesday"": [""5:30-8PM""], ""Wednesday"": [""5:30-8PM""], ""Thursday"": [""5:30-8PM""], ""Friday"": [""5:30-8PM""], ""Saturday"": [""8AM-8PM""], ""Sunday"": [""8AM-8PM""]}",4.9,30,Medical spa,Generated by Outscraper ©
IV Drip Dynamics,7079 Guilford Rd,Clarksville,MD,21029.0,,https://www.ivdripdynamics.com/,"{""Monday"": [""Open 24 hours""], ""Tuesday"": [""Open 24 hours""], ""Wednesday"": [""Open 24 hours""], ""Thursday"": [""Open 24 hours""], ""Friday"": [""Open 24 hours""], ""Saturday"": [""Open 24 hours""], ""Sunday"": [""9AM-9PM""]}",5.0,22,"IV therapy service, Personal concierge service, Weight loss service",Generated by Outscraper ©
NuHydration IV Wellness,50 Old Farm Rd,Red Hook,NY,12571.0,,https://www.nuhydration.com/,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-5PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""9AM-5PM""], ""Friday"": [""9AM-5PM""], ""Saturday"": [""9AM-5PM""], ""Sunday"": [""9AM-5PM""]}",5.0,37,"Home health care service, Medical clinic, Medical spa",Generated by Outscraper ©
Nu Revive llc,3819 100th St SW #6a,Lakewood,WA,98499.0,+1 253-408-9812,,"{""Monday"": [""9AM-5PM""], ""Tuesday"": [""9AM-6PM""], ""Wednesday"": [""9AM-5PM""], ""Thursday"": [""Closed""], ""Friday"": [""9AM-6PM""], ""Saturday"": [""Closed""], ""Sunday"": [""11AM-4PM""]}",4.8,28,"Spa, Beauty product supplier, Skin care clinic",Generated by Outscraper ©
Hydro Flow & Glow,320 Cattell St,Easton,PA,18042.0,,http://www.hydroflowglow.com/,"{""Monday"": [""10AM-8PM""], ""Tuesday"": [""Closed""], ""Wednesday"": [""10AM-8PM""], ""Thursday"": [""Closed""], ""Friday"": [""10AM-8PM""], ""Saturday"": [""10AM-8PM""], ""Sunday"": [""10AM-8PM""]}",4.8,19,IV therapy service,Generated by Outscraper ©
Medical,509 Olive Wy #1542,Seattle,WA,98101.0,,,"{""Monday"": [""Closed""], ""Tuesday"": [""Closed""], ""Wednesday"": [""Closed""], ""Thursday"": [""10AM-6PM""], ""Friday"": [""10AM-6PM""], ""Saturday"": [""10AM-6PM""], ""Sunday"": [""Closed""]}",5.0,12,Skin care clinic,Generated by Outscraper ©
